depth,temperature,conductivity,conductivity2,fluorescence,par,pH,oxygen,pressure,beamAttenuation,beamTransmission,oxygen2,flag,salinity,scan,SiteNum,Date
3.25,9.3305,220.362793,320.858,0.0019302,NA,NA,11.7867,3.185,0.6618,84.7489,102.449,0,2424359.8234143485,7,6,2020-06-11
3.5,9.2923,219.757501,320.426,0.0026273,NA,NA,11.7166,3.435,0.6438,85.1356,101.891,0,2413726.055519952,8,6,2020-06-11
3.75,9.2209,219.809468,321.338,0.0036965,NA,NA,11.4341,3.678,0.6332,85.3572,99.562,0,2427302.076907547,9,6,2020-06-11
4,9.2545,219.610002,320.352,0.002846,NA,NA,11.1283,3.928,0.6429,85.1596,96.945,0,2415950.34932166,10,6,2020-06-11
4.25,9.3409,219.34889,319.149,0.003708,NA,NA,11.7399,4.168,0.6627,84.7299,101.808,0,2394052.7697463525,11,6,2020-06-11
4.5,9.185,219.437622,320.937,0.0016443,NA,NA,11.636,4.413,0.6304,85.4153,100.355,0,2422852.966048892,12,6,2020-06-11
4.75,9.1415,219.2218,321.165,0.0028742,NA,NA,11.5166,4.653,0.6288,85.4537,99.221,0,2424120.6021240395,13,6,2020-06-11
5,9.1076,218.830346,320.915,0.0036003,NA,NA,11.6603,4.904,0.6309,85.4,100.014,0,2418761.3651062762,14,6,2020-06-11
5.25,9.0832,218.524878,320.367,0.0020413,NA,NA,11.675,5.147,0.6311,85.4124,99.856,0,2414227.6278987885,15,6,2020-06-11
5.5,9.0318,217.485316,319.566,0.0024379,NA,NA,11.5799,5.399,0.6246,85.5445,99.044,0,2393452.1476097926,16,6,2020-06-11
5.75,8.9625,217.845543,320.521,0.0028154,NA,NA,11.5113,5.64,0.6175,85.6894,98.338,0,2415405.3490697173,17,6,2020-06-11
6,8.8219,216.650745,320.573,0.001886,NA,NA,11.5888,5.885,0.608,85.9036,98.716,0,2405228.7581214057,18,6,2020-06-11
6.25,8.7563,217.154115,321.287,0.0027093,NA,NA,11.7824,6.129,0.5937,86.2087,100.22,0,2430856.7591415653,19,6,2020-06-11
6.5,8.645,215.758296,321.008,0.0036577,NA,NA,11.9619,6.374,0.5877,86.3349,101.485,0,2409800.2999899737,20,6,2020-06-11
6.75,8.5834,215.68794,320.914,0.0023135,NA,NA,12.0632,6.613,0.5658,86.811,102.169,0,2418314.3795453785,21,6,2020-06-11
7,8.5036,214.110511,319.74,0.0027665,NA,NA,12.1619,6.865,0.5671,86.7801,102.516,0,2386588.0926019843,22,6,2020-06-11
7.25,8.4676,212.468944,317.376,0.0034362,NA,NA,11.989,7.11,0.564,86.85,100.856,0,2345824.2117617275,23,6,2020-06-11
7.5,8.4236,212.829725,318.251,0.0026325,NA,NA,11.8135,7.357,0.5565,87.0095,99.131,0,2363458.1607789597,24,6,2020-06-11
7.75,8.3455,212.31671,318.579,0.002442,NA,NA,11.6827,7.6,0.5547,87.0477,97.757,0,2361930.903877191,25,6,2020-06-11
8,8.1986,209.796242,316.037,0.0027517,NA,NA,12.0548,7.844,0.5525,87.0958,99.455,0,2314635.4388729027,26,6,2020-06-11
8.25,8.1096,209.664891,316.536,0.001785,NA,NA,12.3756,8.09,0.5396,87.3777,100.853,0,2325655.9170577987,27,6,2020-06-11
8.5,8.0134,207.643916,314.659,0.0010661,NA,NA,12.5505,8.34,0.5232,87.7405,102.206,0,2284128.2736619217,28,6,2020-06-11
8.75,7.9087,205.262579,311.974,0.0017534,NA,NA,12.6847,8.575,0.5075,88.0849,103.213,0,2234086.764856091,29,6,2020-06-11
9,7.815,202.633115,308.754,0.0028866,NA,NA,12.6348,8.826,0.5028,88.1876,102.764,0,2175823.5215226104,30,6,2020-06-11
9.25,7.7309,201.279228,307.547,1.2139e-5,NA,NA,12.5853,9.069,0.5006,88.231,102.419,0,2151611.742507541,31,6,2020-06-11
9.5,7.6151,200.088187,306.866,0.0037768,NA,NA,12.5486,9.322,0.4778,88.7371,102.068,0,2136781.420322456,32,6,2020-06-11
9.75,7.4956,198.946696,305.417,0.003663,NA,NA,12.6677,9.545,0.4527,89.3035,103.043,0,2123824.351739112,33,6,2020-06-11
10,7.1706,197.014489,306.335,0.0016398,NA,NA,12.6767,9.809,0.4228,89.9717,103.122,0,2120584.0080794236,34,6,2020-06-11
10.25,6.9075,193.953337,305.524,0.0018315,NA,NA,12.6577,10.052,0.4228,89.9689,102.959,0,2076316.892323234,35,6,2020-06-11
10.5,6.6968,191.256868,303.207,0.0023922,NA,NA,12.6255,10.296,0.3919,90.6656,102.707,0,2034010.1677949815,36,6,2020-06-11
10.75,6.5685,190.349816,302.156,0.0022134,NA,NA,12.651,10.543,0.3088,92.5715,102.954,0,2028316.4153963686,37,6,2020-06-11
11,6.4952,189.96455,301.831,0.0037455,NA,NA,12.664,10.777,0.2401,94.157,103.239,0,2028689.2809927538,38,6,2020-06-11
11.25,6.4723,189.598848,301.321,0.0027567,NA,NA,12.6402,11.034,0.2131,94.8175,103.023,0,2022063.6902580517,39,6,2020-06-11
2.75,10.7613,223.512812,312.339,0.003663,NA,NA,11.3678,2.703,0.9128,79.5925,101.767,0,2277839.5891417754,2,7,2020-06-11
3,10.7389,223.283714,312.406,0.0022896,NA,NA,11.3091,2.94,0.9127,79.5991,101.237,0,2275317.8634807393,3,7,2020-06-11
3.25,10.7009,223.360162,312.82,0.0040306,NA,NA,11.218,3.193,0.9169,79.5195,100.431,0,2283232.4361489657,4,7,2020-06-11
3.5,10.6678,223.723554,313.525,0.003663,NA,NA,11.2035,3.429,0.9221,79.4165,100.248,0,2297977.080601928,5,7,2020-06-11
3.75,10.5976,223.160742,313.541,3.0367e-5,NA,NA,11.2337,3.688,0.9222,79.3854,100.426,0,2294131.0470615816,6,7,2020-06-11
4,10.513,223.350127,314.777,0.0037746,NA,NA,11.3264,3.923,0.929,79.2743,101.13,0,2312486.515572895,7,7,2020-06-11
4.25,10.4605,222.952443,314.084,0.0017101,NA,NA,11.3013,4.16,0.9434,78.9909,100.767,0,2310215.9136766875,8,7,2020-06-11
4.5,10.4191,222.672695,314.475,0.0010557,NA,NA,11.2,4.407,0.9602,78.6614,99.705,0,2309321.032644376,9,7,2020-06-11
4.75,10.3851,220.924674,312.066,0.0028527,NA,NA,11.0476,4.662,0.9532,78.7987,98.34,0,2268306.8753939155,10,7,2020-06-11
5,10.3373,218.995893,309.973,0.0018588,NA,NA,11.1851,4.904,0.9585,78.6955,99.555,0,2225052.183615193,11,7,2020-06-11
5.25,10.2603,216.151415,306.433,0.0030393,NA,NA,11.711,5.143,0.9545,78.7652,104.222,0,2162945.8204016387,12,7,2020-06-11
5.5,10.2059,214.959165,305.475,0.0024502,NA,NA,11.8467,5.397,0.9701,78.4626,105.394,0,2140411.0482905214,13,7,2020-06-11
5.75,10.181,213.667272,303.596,0.0029332,NA,NA,11.8858,5.642,0.974,78.387200000000007,105.648,0,2111116.8259718535,14,7,2020-06-11
6,10.1691,213.696777,303.855,0.0024758,NA,NA,11.894,5.888,0.9724,78.4193,105.639,0,2113598.246177912,15,7,2020-06-11
6.25,10.1604,213.866973,304.123,0.0027346,NA,NA,11.9273,6.13,0.9696,78.4754,105.87,0,2119198.0925644515,16,7,2020-06-11
6.5,10.1534,213.872792,304.164,0.0031376,NA,NA,11.9758,6.374,0.9691,78.4844,106.136,0,2120368.742365059,17,7,2020-06-11
6.75,10.1446,214.004136,304.468,0.0036793,NA,NA,12.0002,6.612,0.97,78.4705,106.019,0,2125006.0737527623,18,7,2020-06-11
7,10.1323,214.055474,304.592,0.0028806,NA,NA,12.063,6.863,0.9704,78.4623,106.391,0,2128120.3659024504,19,7,2020-06-11
7.25,10.1003,213.93889,304.78,0.0036042,NA,NA,12.1171,7.109,0.9665,78.5322,106.592,0,2129837.445792095,20,7,2020-06-11
7.5,10.0794,213.572767,304.456,0.003663,NA,NA,12.1466,7.355,0.9645,78.5762,106.581,0,2123540.3990818565,21,7,2020-06-11
7.75,10.0534,213.045264,303.921,0.003663,NA,NA,12.1578,7.601,0.9689,78.4884,106.406,0,2113873.8884411072,22,7,2020-06-11
8,9.9955,212.440929,303.303,0.003663,NA,NA,12.2375,7.846,0.9719,78.4298,105.941,0,2106903.801490209,23,7,2020-06-11
8.25,9.9327,211.650746,302.954,0.0030213,NA,NA,12.2236,8.091,0.9762,78.3459,105.809,0,2095898.8097063194,24,7,2020-06-11
8.5,9.8413,211.010764,303.026,0.0022232,NA,NA,12.1633,8.335,0.9849,78.174,105.398,0,2092850.0319334003,25,7,2020-06-11
8.75,9.7687,210.800603,303.083,0.002694,NA,NA,12.0243,8.581,0.9917,78.0432,104.785,0,2098032.8997177896,26,7,2020-06-11
9,9.7169,210.84142,303.351,0.0038457,NA,NA,11.9651,8.832,0.9928,78.0099,104.735,0,2106640.6931210044,27,7,2020-06-11
9.25,9.6749,211.232223,304.543,0.002375,NA,NA,12.0149,9.066,0.9852,78.1699,104.942,0,2122881.05833292,28,7,2020-06-11
9.5,9.5416,212.435603,307.41,0.002442,NA,NA,12.1292,9.317,0.9738,78.3981,106.034,0,2174191.155598411,29,7,2020-06-11
9.75,9.3212,211.469743,308.275,0.0017745,NA,NA,12.238,9.551,0.9516,78.8111,106.912,0,2182194.478596627,30,7,2020-06-11
10,9.1942,209.115046,306.302,0.0018315,NA,NA,12.1763,9.812,0.8736,80.3924,106.33,0,2139212.7703453107,31,7,2020-06-11
