depth,temperature,conductivity,conductivity2,fluorescence,par,pH,oxygen,pressure,beamAttenuation,beamTransmission,oxygen2,flag,salinity,scan,SiteNum,Date
7.25,18.6532,284.467735,325.792,1.2758,62.715,8.373,7.8867,7.11,1.3706,70.9892,78.103,0,2557810.962865959,29,7,2020-08-11
7.5,17.9807,285.101291,331.946,1.2066,56.736,8.371,7.878,7.355,1.3538,71.2875,77.384,0,2678281.3435546383,30,7,2020-08-11
7.75,16.9304,285.234538,340.091,1.1544,53.083,8.369,7.9048,7.6,1.3435,71.4636,77.043,0,2858337.9295078367,31,7,2020-08-11
8,16.123,283.502429,347.217,1.0952,50.953,8.366,7.9504,7.846,1.3223,71.8604,77.234,0,2957895.5602805256,32,7,2020-08-11
8.25,15.3816,283.554035,351.817,1.0111,45.228,8.344,8.2485,8.091,1.2729,72.746,79.877,0,3099754.7075928296,33,7,2020-08-11
8.5,14.8246,270.91184,341.511,0.9597,42.423,8.324,8.1408,8.336,1.1873,74.3183,78.596,0,2856416.012733851,34,7,2020-08-11
8.75,14.6464,263.25749,332.517,0.998,40.08,8.323,8.1467,8.58,1.1667,74.6848,78.605,0,2684175.5948907025,35,7,2020-08-11
9,14.4666,261.906542,332.085,0.8304,37.188,8.32,8.1637,8.826,1.084,76.2739,79.02,0,2679549.768063814,36,7,2020-08-11
9.25,14.2089,262.447658,335.09,0.6126,35.049,8.314,8.1363,9.071,1.0634,76.6549,78.487,0,2738625.307143907,37,7,2020-08-11
9.5,14.0397,259.703446,332.856,0.5636,32.697,8.308,8.1389,9.316,1.0711,76.5085,78.114,0,2694904.6181380977,38,7,2020-08-11
9.75,13.881,260.182156,334.821,0.5541,30.269,8.303,8.2943,9.562,1.0537,76.8414,78.232,0,2735522.8295583786,39,7,2020-08-11
10,13.7816,254.236131,327.89,0.5321,28.977,8.301,8.1805,9.807,1.0185,77.5128,77.094,0,2594550.557311098,40,7,2020-08-11
10.25,13.7705,258.746707,333.36,0.4852,27.394,8.298,8.4798,10.052,0.994,77.9995,76.877,0,2716289.5434757154,41,7,2020-08-11
10.5,13.5509,257.737333,334.014,0.4645,25.636,8.29,8.6367,10.297,0.976,78.3505,77.45,0,2727729.6413656226,42,7,2020-08-11
10.75,13.0262,248.880206,328.388,0.4807,24.526,8.285,8.9202,10.542,0.9875,78.1227,80.072,0,2580385.4240314905,43,7,2020-08-11
11,12.6245,250.42572,331.71,0.4798,23.141,8.285,9.462,10.787,0.9796,78.2787,84.653,0,2691897.7723325244,44,7,2020-08-11
11.25,11.6398,242.719318,333.707,0.3949,22.177,8.289,9.4078,11.033,0.9537,78.7861,83.902,0,2652595.5631363075,45,7,2020-08-11
11.5,10.9247,234.536353,331.122,0.3766,21.048,8.293,9.1497,11.278,0.9459,78.9184,81.516,0,2549191.0293889977,46,7,2020-08-11
11.75,10.6162,245.733128,344.75,0.305,19.508,8.294,8.7514,11.523,0.8731,80.4056,78.34,0,2934577.7632919443,47,7,2020-08-11
12,10.4857,242.657758,342.12,0.2133,18.088,8.241,8.364,11.768,0.7953,82.0599,74.753,0,2866692.323304086,48,7,2020-08-11
12.25,10.3213,241.689285,342.265,0.1884,18.452,8.284,8.1115,12.013,0.6712,84.5499,72.281,0,2869594.4339950504,49,7,2020-08-11
0.5,20.9905,346.702559,377.025,1.1127,1836.6,8.362,8.1675,0.49,2.1888,52.5551,90.959,0,3703804.874353684,2,8,2020-08-11
0.75,20.8486,339.622335,370.332,1.2978,1547.7,8.365,7.1746,0.736,2.2418,56.8484,79.206,0,3541975.5322522814,3,8,2020-08-11
1,20.6551,326.259991,357.491,1.2003,1270.3,8.368,7.399,0.98,2.0789,59.4643,81.889,0,3231775.0354301864,4,8,2020-08-11
1.25,20.5947,319.245182,350.283,1.207,1306.8,8.37,7.6418,1.226,2.015,60.4269,84.415,0,3067423.262720229,5,8,2020-08-11
1.5,20.5501,321.180188,352.792,1.1449,1067.3,8.382,7.6502,1.47,1.9799,60.9585,84.426,0,3123323.42995406,6,8,2020-08-11
1.75,20.4016,317.887032,349.98,1.0647,912.18,8.398,7.6471,1.716,1.7822,64.0331,84.674,0,3068195.6178010018,7,8,2020-08-11
2,20.2652,311.90835,345.141,1.1053,800.85,8.392,7.639,1.962,1.8327,63.2432,84.598,0,2945722.053358878,8,8,2020-08-11
2.25,20.2086,310.82901,343.807,1.1635,787.54,8.402,7.4431,2.206,1.7377,64.762200000000007,82.389,0,2929290.3936863295,9,8,2020-08-11
2.5,20.0954,292.365464,324.174,1.1087,677.07,8.441,7.4381,2.45,1.3997,70.4348,82.003,0,2520305.4048365797,10,8,2020-08-11
2.75,20.0853,299.690211,332.424,1.1411,628.87,8.388,7.6033,2.697,1.6,67.0429,83.628,0,2686942.231854517,11,8,2020-08-11
3,20.0342,296.508044,329.286,1.1603,541.81,8.399,7.6188,2.942,1.4399,69.7673,83.769,0,2622209.061386872,12,8,2020-08-11
3.25,20.0019,294.952162,327.751,1.1874,505.21,8.411,7.7044,3.187,1.4417,69.7367,84.71,0,2591956.861297234,13,8,2020-08-11
3.5,19.9843,295.212974,328.107,1.249,457.84,8.419,7.6827,3.433,1.4546,69.5129,84.452,0,2600505.3642147304,14,8,2020-08-11
3.75,19.9756,292.600044,325.261,1.314,426.77,8.422,7.6588,3.678,1.4502,69.5919,84.171,0,2543193.699883851,15,8,2020-08-11
4,19.9682,292.243228,324.933,1.2958,381.67,8.425,7.6286,3.922,1.4575,69.4628,83.809,0,2536344.807628181,16,8,2020-08-11
4.25,19.9596,295.047832,328.084,1.2533,330.89,8.428,7.6391,4.169,1.4778,69.1118,83.904,0,2600522.8467232627,17,8,2020-08-11
4.5,19.9527,291.537399,324.253,1.2493,317.98,8.429,7.8577,4.412,1.4782,69.1046,86.312,0,2522949.738080123,18,8,2020-08-11
4.75,19.9456,291.475608,324.246,1.2594,282.69,8.43,7.9957,4.658,1.4773,69.1194,87.822,0,2522624.148208918,19,8,2020-08-11
5,19.9347,293.44562,326.489,1.284,257.99,8.432,7.7772,4.903,1.486,68.9705,85.335,0,2568202.3349856483,20,8,2020-08-11
5.25,19.9205,291.206728,324.091,1.269,224.26,8.432,7.4495,5.149,1.4849,68.9889,81.644,0,2520353.195375865,21,8,2020-08-11
5.5,19.9097,291.969601,325.039,1.2621,211.56,8.432,7.622,5.394,1.5027,68.6822,83.577,0,2538917.2564608227,22,8,2020-08-11
5.75,19.9012,292.592314,325.839,1.3675,197.63,8.431,7.811,5.637,1.5078,68.6018,85.639,0,2554091.5376975867,23,8,2020-08-11
6,19.8923,293.446245,326.826,1.3765,177.79,8.432,8.0378,5.884,1.5362,68.1108,88.066,0,2574584.4021855,24,8,2020-08-11
6.25,19.862,293.636807,327.19,1.3798,149.72,8.432,8.0292,6.128,1.5742,67.4662,87.679,0,2583444.269874283,25,8,2020-08-11
6.5,19.8392,293.728688,327.518,1.4216,141.37,8.432,8.2094,6.376,1.554,67.8065,89.608,0,2588966.537306823,26,8,2020-08-11
6.75,19.8248,293.782255,327.719,1.4234,133.85,8.432,8.2154,6.619,1.5551,67.7893,89.639,0,2592359.602643536,27,8,2020-08-11
7,19.8081,293.729237,327.859,1.4361,121.99,8.432,8.1484,6.864,1.5797,67.3739,88.869,0,2593693.1739470973,28,8,2020-08-11
7.25,19.7735,294.128812,328.419,1.5142,104.66,8.431,7.7298,7.109,1.5905,67.1906,84.15,0,2608024.9257363756,29,8,2020-08-11
7.5,19.7335,293.545637,328.007,1.4627,95.481,8.431,7.7659,7.356,1.5822,67.3322,84.178,0,2600874.2497970485,30,8,2020-08-11
7.75,19.7022,293.584126,328.397,1.4634,86.951,8.431,7.8648,7.6,1.5728,67.4888,84.79,0,2606525.0817779168,31,8,2020-08-11
8,19.6268,293.97798,329.419,1.4839,78.798,8.43,7.9386,7.845,1.5815,67.3423,84.019,0,2627091.7035920518,32,8,2020-08-11
8.25,19.5514,292.976312,328.842,1.4793,72.86,8.429,8.2089,8.091,1.5616,67.6797,84.373,0,2615760.24416036,33,8,2020-08-11
8.5,19.5233,291.788182,327.735,1.5028,66.984,8.428,8.2559,8.335,1.5193,68.3977,84.773,0,2592927.9224031516,34,8,2020-08-11
8.75,19.4408,292.756136,329.059,1.4008,57.706,8.423,8.3552,8.581,1.48,69.075,83.094,0,2627760.3349048267,35,8,2020-08-11
9,19.1551,290.97528,329.104,1.3684,53.355,8.421,8.7741,8.826,1.4548,69.5061,80.32,0,2630950.0908667305,36,8,2020-08-11
9.25,18.8138,290.693055,331.375,1.3035,49.792,8.42,8.7287,9.072,1.4283,69.9747,80.174,0,2678072.4337632535,37,8,2020-08-11
9.5,18.2727,289.017828,333.506,1.2368,46.396,8.416,8.6341,9.316,1.3992,70.4834,79.6,0,2725356.3229412744,38,8,2020-08-11
9.75,17.3772,288.389647,342.118,1.1584,42.105,8.414,8.6692,9.561,1.3483,71.389,78.873,0,2860919.4756896785,39,8,2020-08-11
10,15.8521,289.612406,351.375,1.0803,36.975,8.406,9.2343,9.807,1.2416,73.3132,82.655,0,3177299.609920593,40,8,2020-08-11
10.25,14.0969,274.057926,355.433,1.0109,35.685,8.419,9.6675,10.052,1.2103,73.8612,86.783,0,3082408.8579267343,41,8,2020-08-11
10.5,12.8763,252.368589,342.188,0.8616,33.501,8.426,9.7994,10.297,1.1168,75.6769,88.215,0,2700684.6959111583,42,8,2020-08-11
10.75,11.6897,265.252768,363.12,0.6773,30.006,8.4,9.1319,10.542,0.809,81.7708,82.33,0,3320297.7902292456,43,8,2020-08-11
11,11.0628,235.514767,327.667,0.5336,28.382,8.377,8.2785,10.788,0.6077,85.9037,74.663,0,2552546.270579251,44,8,2020-08-11
0.5,20.7142,327.066055,357.644,1.256,1419.3,8.398,7.436,0.49,-0.8716,70.3975,83.014,0,3241196.8473193827,2,9,2020-08-11
0.75,20.686,326.071092,356.872,1.2556,1780.5,8.402,7.8309,0.735,1.964,61.0758,87.318,0,3221234.8868817408,3,9,2020-08-11
1,20.6832,326.123979,356.891,1.4372,1517.7,8.401,7.5681,0.981,1.9922,60.7722,84.332,0,3223093.733278473,4,9,2020-08-11
1.25,20.6466,326.120786,357.206,1.2868,1303.5,8.398,7.1612,1.227,2.0238,60.2924,79.788,0,3229828.15017502,5,9,2020-08-11
1.5,20.6338,326.055397,357.29,1.3035,1252.8,8.397,7.1612,1.472,2.0176,60.3504,79.782,0,3230555.8718552236,6,9,2020-08-11
1.75,20.6234,326.035986,357.403,1.3028,1074.7,8.396,7.2021,1.715,1.9856,60.8938,80.235,0,3232003.4516624887,7,9,2020-08-11
2,20.6144,326.074904,357.475,1.3378,916.31,8.394,7.2683,1.96,1.9882,60.8363,80.97,0,3234672.5048556663,8,9,2020-08-11
2.25,20.5428,322.002908,353.488,1.605,805.42,8.39,6.9523,2.206,1.8858,62.4104,77.357,0,3145187.47377997,9,9,2020-08-11
2.5,20.3901,315.726967,347.793,1.4226,785.06,8.392,7.2168,2.452,1.8082,63.6348,79.948,0,3017069.8497909172,10,9,2020-08-11
2.75,20.355,313.901617,346.099,1.491,625.43,8.391,7.1827,2.697,1.7914,63.8993,79.518,0,2978632.9684238746,11,9,2020-08-11
3,20.3394,313.686717,345.91,1.4982,549.66,8.39,7.1628,2.942,1.7759,64.1476,79.227,0,2976102.2995254737,12,9,2020-08-11
3.25,20.3245,313.540074,345.899,1.5184,512.7,8.388,7.3119,3.187,1.7794,64.0932,80.587,0,2975109.390255728,13,9,2020-08-11
3.5,20.3045,313.471195,345.936,1.5504,475.57,8.385,7.8326,3.432,1.8117,63.5767,86.131,0,2976888.3300102875,14,9,2020-08-11
3.75,20.2985,314.143579,346.693,1.5572,411.55,8.382,7.9161,3.677,1.8179,63.4777,87.087,0,2994319.9904205534,15,9,2020-08-11
4,20.2852,314.790309,347.44,1.566,360.63,8.38,7.7053,3.923,1.8279,63.3197,84.757,0,3012466.0193509674,16,9,2020-08-11
4.25,20.2448,315.22037,348.159,1.5574,317.97,8.379,7.4157,4.168,1.8355,63.1994,81.524,0,3030125.084472824,17,9,2020-08-11
4.5,20.1808,314.923321,348.4,1.5324,298.26,8.377,7.3611,4.413,1.8372,63.1716,80.791,0,3034081.769260191,18,9,2020-08-11
4.75,20.0894,314.386569,348.997,1.5489,260.92,8.378,7.4153,4.658,1.8354,63.2014,81.378,0,3036963.4564954313,19,9,2020-08-11
5,19.9969,314.04728,349.06,1.542,221.29,8.379,7.6095,4.903,1.802,63.7338,83.46,0,3044947.313760745,20,9,2020-08-11
5.25,19.9607,309.780555,344.638,1.5014,202.08,8.379,7.8599,5.149,1.7057,65.2823,86.104,0,2946276.879611272,21,9,2020-08-11
5.5,19.9552,307.344245,341.871,1.5034,187.21,8.383,7.9297,5.394,1.6988,65.3955,86.871,0,2888185.799020619,22,9,2020-08-11
5.75,19.9566,307.433314,341.802,1.5085,162.28,8.385,7.8896,5.639,1.6856,65.6124,86.453,0,2890094.820878044,23,9,2020-08-11
6,19.9298,308.486404,343.198,1.5131,147.16,8.387,7.6937,5.884,1.6884,65.5678,83.267,0,2920099.4691506643,24,9,2020-08-11
6.25,19.8784,306.330652,341.529,1.4634,131.97,8.386,7.8358,6.13,1.7002,65.374,81.928,0,2876713.41483129,25,9,2020-08-11
6.5,19.8558,304.509369,339.497,1.4721,121.27,8.386,7.9306,6.375,1.7005,65.3688,81.878,0,2836826.880322205,26,9,2020-08-11
6.75,19.8394,303.311638,338.166,1.5042,106.35,8.388,8.0535,6.619,1.6967,65.4239,82.472,0,2811010.199060358,27,9,2020-08-11
7,19.8112,302.464159,337.393,1.4799,95.504,8.391,8.3803,6.866,1.6419,66.3428,83.516,0,2795530.62657693,28,9,2020-08-11
7.25,19.7826,301.453971,336.667,1.4639,89.84,8.391,8.3919,7.11,1.6467,66.2533,84.219,0,2776304.4911706974,29,9,2020-08-11
7.5,19.7197,303.344052,338.812,1.4534,78.857,8.392,8.4475,7.355,1.6485,66.2248,82.664,0,2831552.898844148,30,9,2020-08-11
7.75,19.2757,302.340182,339.16,1.4242,69.814,8.393,8.2298,7.6,1.6593,66.0447,79.06,0,2881875.7970353956,31,9,2020-08-11
8,18.3281,301.192309,349.36,1.4376,62.211,8.398,8.3466,7.846,1.6653,65.9469,79.678,0,3019389.5966133364,32,9,2020-08-11
8.25,17.2069,297.171672,354.178,1.4364,56.214,8.401,8.7523,8.09,1.6419,66.3351,82.374,0,3121874.264851778,33,9,2020-08-11
8.5,15.7594,294.678682,362.474,1.3471,51.216,8.401,9.023,8.335,1.4426,69.7591,83.533,0,3341053.7970831553,34,9,2020-08-11
8.75,14.4757,278.7542,356.441,1.2182,46.021,8.402,9.0967,8.581,1.2531,73.0658,81.641,0,3142444.9643807425,35,9,2020-08-11
9,13.8413,268.203054,346.554,1.0233,41.453,8.408,9.1883,8.826,1.1335,75.3641,81.192,0,2964752.6896490366,36,9,2020-08-11
9.25,13.3982,259.787176,337.931,0.7639,38.417,8.392,9.0961,9.072,0.9933,78.0051,80.343,0,2811532.018003642,37,9,2020-08-11
9.5,13.0899,251.560938,330.319,0.6426,36.525,8.385,9.1131,9.316,0.9536,78.7917,80.808,0,2641296.7624077303,38,9,2020-08-11
9.75,12.5589,251.912628,336.015,0.5649,33.776,8.374,9.3179,9.561,0.928,79.2948,82.2,0,2744982.74690231,39,9,2020-08-11
10,12.0512,253.511425,343.115,0.5373,31.04,8.364,9.4011,9.807,0.9115,79.6225,82.564,0,2885513.01505581,40,9,2020-08-11
10.25,11.4687,246.919499,336.688,0.5148,28.769,8.353,9.2219,10.052,0.8776,80.2829,80.859,0,2804128.8357864865,41,9,2020-08-11
10.5,10.9241,236.394682,330.937,0.4801,27.162,8.354,8.9838,10.297,0.7709,82.5012,78.726,0,2601498.707141409,42,9,2020-08-11
10.75,10.433,229.515682,328.157,0.48,25.817,8.356,8.796,10.542,0.7704,82.4801,77.029,0,2493696.4930052236,43,9,2020-08-11
11,10.0943,226.748346,325.548,0.3904,24.442,8.354,8.7261,10.787,0.7103,83.7326,76.548,0,2474158.8060080484,44,9,2020-08-11
11.25,9.8927,242.868024,347.968,0.292,22.595,8.343,8.7471,11.033,0.6235,85.5697,76.681,0,2992856.411003867,45,9,2020-08-11
11.5,9.75,222.107861,320.046,0.2968,21.62,8.332,8.5891,11.278,0.5961,86.1552,75.153,0,2402713.474831081,46,9,2020-08-11
11.75,9.637,217.969769,315.175,0.3112,20.82,8.331,8.6509,11.523,0.6016,86.0361,75.842,0,2307395.0379895368,47,9,2020-08-11
12,9.5536,222.041001,321.521,0.2932,19.876,8.326,8.6844,11.768,0.5955,86.1678,76.189,0,2433873.652896729,48,9,2020-08-11
12.25,9.5215,224.245454,325.005,0.2276,18.91,8.319,8.6479,12.013,0.5918,86.248,75.83,0,2502040.74381787,49,9,2020-08-11
12.5,9.5402,232.213202,335.795,0.2113,17.751,8.308,8.6413,12.259,0.5758,86.5933,75.748,0,2733278.26896581,50,9,2020-08-11
0.5,21.2304,273.176445,295.583,0.0254,2292,8.448,9.2213,0.49,7.3625,48.7667,103.649,0,1983315.1654100602,2,10,2020-08-11
0.75,21.1774,272.654285,295.204,0.064,2090.3,8.444,7.7843,0.735,1.8082,76.2074,87.247,0,1979599.4776491956,3,10,2020-08-11
1,21.0845,272.871229,296.149,0.0895,1623.9,8.443,7.4388,0.981,0.8677,80.4991,83.305,0,1994227.7394241688,4,10,2020-08-11
1.25,21.0525,272.811726,296.228,0.0647,1473.9,8.441,7.4389,1.227,0.864,80.5728,83.296,0,1996773.047054388,5,10,2020-08-11
1.5,21.0338,272.758693,296.366,0.0663,1452.5,8.441,7.4489,1.469,0.864,80.5732,83.414,0,1997919.4732293987,6,10,2020-08-11
1.75,20.9859,272.574174,296.348,0.0864,1526.7,8.442,7.4917,1.716,0.8761,80.3261,83.828,0,1999945.1917924997,7,10,2020-08-11
2,20.9092,273.16596500000003,297.609,0.092,1453.8,8.442,7.4152,1.961,0.8529,80.8108,82.943,0,2019984.8058156797,8,10,2020-08-11
2.25,20.8771,274.000679,298.598,0.0904,1580.5,8.44,7.2539,2.206,0.9283,79.2905,81.115,0,2039617.5016678248,9,10,2020-08-11
2.5,20.8339,276.355627,301.436,0.1579,1395.3,8.437,7.5463,2.452,0.9841,78.1933,84.293,0,2090074.318471154,10,10,2020-08-11
2.75,20.7854,279.073935,304.95,0.2216,1327.3,8.437,7.7616,2.697,1.0132,77.6249,86.605,0,2149204.7797949,11,10,2020-08-11
3,20.6806,289.463003,316.788,0.4722,1047.7,8.433,7.2197,2.941,1.1673,74.6969,80.522,0,2374700.984122967,12,10,2020-08-11
3.25,20.6257,301.762471,330.803,0.5521,1003.6,8.429,7.359,3.188,1.303,72.2047,81.519,0,2650426.3177698585,13,10,2020-08-11
3.5,20.6071,306.717293,336.239,0.5608,938.43,8.42,7.3854,3.432,1.3437,71.4693,81.771,0,2766373.4484861693,14,10,2020-08-11
3.75,20.5922,308.078162,337.794,0.78,791.07,8.412,7.4316,3.676,1.4196,70.1264,82.277,0,2800348.5018513245,15,10,2020-08-11
4,20.5582,305.599327,335.332,0.9219,727.26,8.405,7.5595,3.922,1.5479,67.9401,83.681,0,2748360.131867921,16,10,2020-08-11
4.25,20.4799,308.561311,339.203,1.2108,664.9,8.401,7.8646,4.169,1.6731,65.8121,87.023,0,2829937.900751392,17,10,2020-08-11
4.5,20.4176,312.062955,343.656,1.2488,592.45,8.399,7.9232,4.412,1.6633,65.9807,87.665,0,2923497.74997237,18,10,2020-08-11
4.75,20.3569,314.201824,346.577,1.3485,524.62,8.394,7.8312,4.658,1.687,65.5891,86.615,0,2985606.0869734683,19,10,2020-08-11
5,20.3105,314.865651,347.502,1.5204,447.81,8.392,7.6393,4.904,1.8335,63.234,84.394,0,3009888.068817841,20,10,2020-08-11
5.25,20.2959,314.53682,347.185,1.6154,408.43,8.39,7.5559,5.148,1.8253,63.3612,83.34,0,3004385.226323055,21,10,2020-08-11
5.5,20.2873,313.200444,345.765,1.6628,378.29,8.39,7.5998,5.394,1.8022,63.7278,83.804,0,2973269.2759047104,22,10,2020-08-11
5.75,20.2781,312.625517,345.195,1.6862,327.18,8.39,7.8726,5.639,1.7803,64.0779,86.816,0,2960884.837292343,23,10,2020-08-11
6,20.2662,312.087166,344.69,1.6787,289.13,8.39,8.0948,5.884,1.7696,64.2486,88.967,0,2949874.7541858912,24,10,2020-08-11
6.25,20.2379,311.49519,344.191,1.5738,257.87,8.39,7.799,6.129,1.7681,64.2756,85.204,0,2940388.018851137,25,10,2020-08-11
6.5,20.2051,308.537279,341.246,1.5565,233.99,8.392,7.5574,6.375,1.7354,64.7912,82.231,0,2874840.6669794065,26,10,2020-08-11
6.75,20.1725,305.6882,338.326,1.5267,212.31,8.396,7.7383,6.619,1.7163,65.1194,81.988,0,2812623.058080802,27,10,2020-08-11
7,20.1316,303.338082,336.19,1.4367,187.24,8.399,8.2096,6.865,1.6969,65.4304,83.532,0,2764105.4269938623,28,10,2020-08-11
7.25,20.0977,302.045316,334.928,1.3992,169.28,8.402,8.6446,7.109,1.6445,66.2906,86.222,0,2739413.875961433,29,10,2020-08-11
7.5,20.0585,302.763884,335.73,1.3373,159.79,8.405,8.9977,7.355,1.6105,66.8559,89.543,0,2762451.1051960364,30,10,2020-08-11
7.75,19.9467,302.17273,335.753,1.3132,140.02,8.406,9.258,7.6,1.5754,67.4449,89.223,0,2766631.7157674003,31,10,2020-08-11
8,19.7626,304.400554,340.13,1.2969,125.35,8.404,9.102,7.845,1.6068,66.9204,86.411,0,2849726.873981932,32,10,2020-08-11
8.25,19.5105,306.247222,342.884,1.3074,113.59,8.398,8.7852,8.091,1.6637,65.9767,82.6,0,2937378.826307892,33,10,2020-08-11
8.5,18.9989,307.145033,345.462,1.3882,103.32,8.392,8.5144,8.336,1.7626,64.36,79.235,0,3050258.954939049,34,10,2020-08-11
8.75,18.2819,306.25115,353.448,1.4045,94.202,8.393,8.561,8.58,1.7495,64.5727,78.748,0,3159821.9961292697,35,10,2020-08-11
9,17.4113,299.038361,353.794,1.5275,85.059,8.394,8.6712,8.827,1.7429,64.679,79.66,0,3133109.679064244,36,10,2020-08-11
9.25,16.4019,296.1234,364.861,1.5256,75.977,8.403,8.8352,9.07,1.6984,65.4077,81.1,0,3250645.3343366547,37,10,2020-08-11
9.5,14.633,297.00135,372.731,1.3678,67.506,8.4,9.3695,9.317,1.4208,70.0934,84.641,0,3660257.836954429,38,10,2020-08-11
9.75,13.7405,268.963445,349.022,1.2733,61.047,8.419,9.5386,9.562,1.2304,73.5668,85.833,0,3005895.060371693,39,10,2020-08-11
10,13.1902,252.204827,332.6,0.818,56.513,8.422,9.514,9.806,1.1857,74.3636,85.221,0,2641301.3696900327,40,10,2020-08-11
10.25,12.6974,250.468273,333.46,0.7811,53.701,8.413,9.4083,10.052,0.9847,78.1807,83.776,0,2680157.269492017,41,10,2020-08-11
10.5,12.2979,240.533652,322.646,0.6335,51.178,8.406,9.3806,10.296,0.9044,79.7656,83.356,0,2480310.9538030033,42,10,2020-08-11
10.75,11.9333,242.174757,329.799,0.5631,48.318,8.401,9.3245,10.542,0.8778,80.2973,83.852,0,2586015.6641805014,43,10,2020-08-11
11,11.4132,253.753871,348.294,0.3619,45.558,8.383,9.4717,10.788,0.7718,82.4512,84.541,0,3018972.0665168893,44,10,2020-08-11
11.25,11.138,231.542216,320.821,0.3719,43.024,8.379,9.6374,11.033,0.7347,83.1852,85.356,0,2430991.174576851,45,10,2020-08-11
11.5,10.86,228.490206,319.438,0.2916,40.297,8.374,9.7515,11.278,0.6698,84.6068,86.834,0,2394291.670152939,46,10,2020-08-11
11.75,10.5965,227.00099,318.947,0.2625,38.548,8.361,9.951,11.523,0.6371,85.2767,89.044,0,2397111.9658436314,47,10,2020-08-11
12,10.3671,224.1085,317.898,0.2517,37.419,8.353,10.0361,11.768,0.6031,86.0054,89.048,0,2356161.551246656,48,10,2020-08-11
12.25,10.113,230.572303,328.945,0.2127,33.75,8.317,9.7062,12.012,0.5769,86.5693,85.548,0,2579443.8389894115,49,10,2020-08-11
12.5,9.9253,222.851756,319.189,0.2165,31.755,8.299,9.6134,12.258,0.5979,86.1174,84.209,0,2394175.7923943275,50,10,2020-08-11
12.75,9.7639,214.39182,308.556,0.2007,30.057,8.289,8.8567,12.504,0.6148,85.7525,77.594,0,2191876.2623189664,51,10,2020-08-11
13,9.6817,211.385697,305.01,0.2023,28.779,8.288,8.7608,12.749,0.6082,85.8942,76.736,0,2125838.627935865,52,10,2020-08-11
13.25,9.6164,213.391081,308.612,0.1861,27.618,8.285,8.7291,12.993,0.6325,85.3746,76.458,0,2187986.747761212,53,10,2020-08-11
13.5,9.5421,217.60685,314.957,0.174,26.397,8.278,8.7162,13.239,0.6478,85.049,76.267,0,2312762.7639299566,54,10,2020-08-11
13.75,9.4518,223.818601,324.83,0.1778,24.077,8.267,8.8512,13.484,0.6265,85.5028,77.318,0,2501953.8798071393,55,10,2020-08-11
0.5,20.4479,307.337882,337.997,1.0154,1334.8,8.478,7.6883,0.49,1.884,61.2459,85.335,0,2806471.249222893,2,11,2020-08-11
0.75,20.4232,305.987492,336.783,0.9558,1627.9,8.48,7.402,0.736,2.0247,60.2687,81.992,0,2778949.6212232746,3,11,2020-08-11
1,20.3979,306.247211,337.251,0.9771,1643.5,8.476,7.1321,0.981,2.0169,60.3975,79.028,0,2789085.0313395513,4,11,2020-08-11
1.25,20.1085,308.106443,341.443,1.3656,1338.3,8.453,6.7346,1.225,1.9577,61.2962,74.352,0,2880718.556306436,5,11,2020-08-11
1.5,20.0109,299.416451,332.478,1.1889,1224,8.449,8.5807,1.471,2.0088,60.5199,94.217,0,2692307.834022108,6,11,2020-08-11
1.75,20.008,299.728439,332.908,1.2866,1088.8,8.447,8.4724,1.716,2.0047,60.5824,93.03,0,2699961.140009895,7,11,2020-08-11
2,19.9803,299.750251,333.143,1.3757,1026.5,8.446,7.9952,1.962,2.0149,60.4254,87.794,0,2704832.263265152,8,11,2020-08-11
2.25,19.959,299.095519,332.686,1.3934,849.37,8.445,7.9816,2.206,2.0004,60.647,87.633,0,2693059.242572418,9,11,2020-08-11
2.5,19.9424,298.914883,332.479,1.4512,792.68,8.445,8.0952,2.451,1.9978,60.6918,88.865,0,2691498.93588939,10,11,2020-08-11
2.75,19.9208,299.258667,333.159,1.5273,719.8,8.445,8.3445,2.696,2.0137,60.4429,91.637,0,2702848.18120938,11,11,2020-08-11
3,19.8966,299.972972,334.022,1.681,565.84,8.445,8.7109,2.942,2.0551,59.8239,95.579,0,2723263.647365073,12,11,2020-08-11
3.25,19.8837,298.84395,332.935,1.7578,547.62,8.445,8.6241,3.187,2.0623,59.7149,94.506,0,2699100.999080996,13,11,2020-08-11
3.5,19.8734,298.72515,332.861,1.8081,462.38,8.446,8.4448,3.432,2.0692,59.613,92.369,0,2697974.892139481,14,11,2020-08-11
3.75,19.8714,298.586307,332.678,1.8817,389.38,8.446,8.3718,3.677,2.0891,59.317,90.776,0,2695076.350331476,15,11,2020-08-11
4,19.8698,298.484448,332.543,1.9636,346.52,8.447,8.4931,3.923,2.126,58.7726,90.58,0,2692971.742844901,16,11,2020-08-11
4.25,19.8649,298.369184,332.541,2.0072,295.73,8.447,8.6405,4.167,2.1316,58.6887,91.922,0,2691077.2342447033,17,11,2020-08-11
4.5,19.8628,298.35438,332.438,2.013,262.48,8.448,8.7959,4.413,2.1347,58.6451,93.419,0,2691065.0356580075,18,11,2020-08-11
4.75,19.8531,298.368804,332.414,2.0137,225.34,8.448,8.8732,4.658,2.1424,58.5517,93.932,0,2692925.148384275,19,11,2020-08-11
5,19.8057,298.346294,332.803,2.0538,199.65,8.448,8.6884,4.904,2.2193,57.3936,91.874,0,2699879.9570263443,20,11,2020-08-11
